Row_Labels,Count_AnimalName
ROSIE DEE,1
ROSS,1
ROTOR,1
ROUSEY MAY,1
ROWZER,1
ROXANNE,1
ROXXY,1
ROXY NATASHA,1
ROY,1
ROYALTY BLUE,1
ROZSA,1
RUBEE,1
RUBEN,1
RUBERT (RUBY,1
RUBIO,1
RUBY DELICOU,1
RUBY ROSE,1
RUCA,1
RUCCA,1
RUCKEE,1
RUCKUS,1
RUDI,1
RUDOLPH,1
RUGBY,1
RUGER MATHE,1
RUGGER,1
RUHIG,1
RUKA,1
RULA,1
RUMMY,1
RUMOR,1
RUPAL,1
RUSSEL,1
RUSSO,1
RUSTLER,1
RUTH,1
RUTHIE,1
RYLEE,1
RYOGA,1
S,1
S'MORES,1
SABASTIAN,1
SABINE,1
SABRE,1
SABRINA,1
SACHI,1
SADIE GIRL,1
SADIE MAE,1
SAEDIE,1
SAFFRON,1
SAHARA,1
SAIDAH,1
SAILER,1
SAILISH,1
SAKA,1
SAKARI ESKA,1
SAKI,1
SAKO,1
SAKPIK,1
SAKURA,1
SALA,1
SALCHA,1
SAMARA,1
SAMBA,1
SAMBO,1
SAMI,1
SAMUAL,1
SAMUEL,1
SAMURAI,1
SANCHO,1
SANDI,1
SANDIA,1
SANDIE,1
SANDY GIRL,1
SANDY PALMER,1
SAPHIRE,1
SAPPHIRE,1
SARGENT,1
SASHA BEAR,1
SASKIA,1
SASSAFRAS,1
SASSENAUCH,1
SATCHMO,1
SATCHY,1
SATIVA,1
SATO,1
SAUL,1
SAUNTEE,1
SAY-D,1
SAYDEE,1
SCAMPY,1
SCARFACE,1
SCHATJE,1
SCHATZI,1
SCHATZY,1
SCHISM,1
SCHROEDER,1
SCHULER,1
SCOOBY DOO,1
SCOTCH,1
SCOTTIE,1
SCOUT P.,1
SCRAPS,1
SCRATCH,1
SCREAMER,1
SCRUFFERS,1
SEAMORE,1
SEBASTYN,1
SEDONA PIP,1
SEELEY,1
SEESAW,1
SEIJA,1
SEISMIC,1
SENECA,1
SENETORI,1
SERA,1
SERENA,1
SERGIO,1
SETH,1
SEVEN,1
SEVERAS,1
SEVETTA,1
SEXY,1
SHABLU,1
SHAELEIGH,1
SHAGGY,1
SHAHARA,1
SHAKA,1
SHAKIE,1
SHAKITA,1
SHAMBA,1
SHAMROCK,1
SHAMUS,1
SHANA,1
SHANNON,1
SHANOOK,1
SHAQ,1
SHAUNCEY,1
SHAWN,1
SHAWNI,1
SHEBAH BEAR,1
SHEEBAH,1
SHEEP,1
SHEILA,1
SHELL,1
SHEP,1
SHEPARD,1
SHERLOCK,1
SHERLOCK B,1
SHERON,1
SHIBA,1
SHILO,1
SHIPPO,1
SHIRLEY,1
SHOCKABRA,1
SHOESHINE,1
SHOSHANA,1
SHOTZIE,1
SHUFTI,1
SHYLO,1
SHYTIA,1
SIBELIUS,1
SIDNEY VIRDE,1
SIENNA,1
SIG,1
SIGNE,1
SIKU,1
SILKIE,1
SILO,1
SILSA,1
SILVER,1
SILVIE,1
SIMOND,1
SINATRA,1
SINJIN,1
SIR,1
SIR ARTHUR,1
SIR IVAN,1
SIR JAKE,1
SIR LANCELOT,1
SIR LOIN TIP,1
SIR OLIVER,1
SIREN,1
SIS,1
SISSY,1
SISTER,1
SITKA ROSE,1
SIVU,1
SJENA,1
SKA-DOO,1
SKADI,1
SKAGIT,1
SKAI,1
SKEEZ,1
SKEEZIX,1
SKI,1
SKIDOO,1
SKIMO,1
SKIPPER LEE,1
SKITTLES,1
SKITTLEZ,1
SKY BLUE,1
SKYWALKER,1
SLAPPY,1
SLEEPY,1
SMASH,1
SMAUG,1
SMEAGLE,1
SMIKE,1
SMOLTZ,1
SNICKERDOODL,1
SNIFFY,1
SNIFIT,1
SNIPER,1
SNO,1
SNOOKIE,1
SNOOPI,1
SNORRI,1
SNORT,1
SNORTICUS,1
SNOWEE,1
SNOWFLAKE,1
SNOWFLY,1
SNOWIE,1
SNUFFLES,1
SOAP,1
SOCKS,1
SOCRATES,1
SODA,1
SOFIA,1
SOKKA,1
SOLA,1
SOLDAT,1
SOLEIL,1
SOLOMON,1
SOMBRA,1
SONJA,1
SONNE,1
SONNIE,1
SONOMA,1
SONYA,1
SOOKIE,1
SOUJI,1
SOUNDER,1
SPAM,1
SPARKER,1
SPARKEY,1
SPARKLE,1
SPARKLES,1
SPARKS,1
SPARROW,1
SPARTACUS,1
SPARTICA,1
SPAZ,1
SPECIAL,1
SPECK,1
SPICEY,1
SPIDERMAN,1
SPINDLE,1
SPINK,1
SPINNAKKER,1
SPOOKY,1
SPORT,1
SPOTAN,1
SPREE,1
SPRINGER,1
SPRINGZ,1
SPRINKLES,1
SPUD,1
SPUDD,1
SPUDS,1
SPUNK,1
SPUR,1
SPYDER,1
SQUALL,1
SQUEEK,1
SQUIRM,1
SQUIRREL,1
STACEY,1
STACHE,1
STARBUCK,1
STARBURST,1
STARLA JEAN,1
STARSKY,1
STASH,1
STEELER,1
STEIN,1
STELLA BLUE,1
STERLING,1
STINSON,1
STITCHES,1
STONEY,1
STORMIE,1
STORMY JACK,1
STOUT,1
STRAW,1
STRIKER,1
STUARTLITTLE,1
STUBBY,1
STUMPY,1
SUBIE,1
SUBY,1
SUE,1
SUE-SUE,1
SUFJAN,1
SUGAR JOE,1
SUGARFOOT,1
SUKIE,1
SULLEY,1
SUMITT,1
SUMMER THYME,1
SUMMITT,1
SUNDANCE,1
SUNGA,1
SUSHI MAE,1
SUSIE Q,1
SUSIE Q II,1
SUSSI,1
SUSUKI,1
SUZIE Q,1
SUZY Q,1
SWAMPER,1
SWEENEY,1
SWEETIE PIE,1
SWEETNESS,1
SWIPER,1
SWIVEL,1
SWIVEL SHOT,1
SWYPER,1
SYDNEY MARIE,1
SYLVESTER,1
SYLVIE,1
SYNDEE SUE,1
SYSCO,1
T-DAWG,1
T. C.,1
T.REXI,1
TAC,1
TACKER,1
TACKLA,1
TACOMA,1
TAESHIA,1
TAFFY,1
TAITTI,1
TAJ,1
TAKA,1
TAKO,1
TAKOTNA,1
TAKU,1
TAKU DENALI,1
TALACHULITNA,1
TAMA,1
TAMAR,1
TAMARI,1
TAMI,1
TANA,1
TANGIE,1
TANNA,1
TARA,1
TARI,1
TARKUS,1
TARO,1
TASER,1
TASMAN,1
TASSIE,1
TATE,1
TATER TOT,1
TATIA,1
TATIYANNA,1
TAWNY,1
TAX,1
TAZZEE,1
TAZZIE,1
TAZZY,1
TEA,1
TEBOW,1
TECKLA,1
TED,1
TEDDI,1
TEDDI BEAR,1
TEDDY BEAR,1
TEDDY JAMES,1
TEDDY RUXPIN,1
TEDI BEAR,1
TEETE,1
TEINE,1
TEKAHN,1
TEKO,1
TEL DOR,1
TELENA,1
TEMBA,1
TEMP,1
TEN TEN,1
TENAKEE,1
TEQUILA,1
TESSIE,1
TESSY,1
TETRA,1
TETSUO,1
TEVA,1
TEX,1
TEXAS,1
THAEOBEO,1
THE DUDE,1
THEADORA,1
THESIOUS,1
THOMAS,1
THORE,1
THUNDER SALL,1
THUNDERBOLT,1
THUONG,1
TIBERIUS,1
TIBOR,1
TICANI,1
TICKLE,1
TICO,1
TIDBIT,1
TIGGY,1
TIKA,1
TIKAROSE,1
TIKI,1
TIKKI,1
TIKVA,1
TILA-TEQUILA,1
TILLER,1
TILT,1
TIMBA,1
TIMBRE,1
TIMMY,1
TIMO,1
TIMOTHY,1
TINGNOI,1
TINGTING,1
TINKA,1
TINKER,1
TINNIE,1
TIP,1
TIPPER,1
TIPPIE,1
TIPPY TOES,1
TISHKA,1
TOBIE,1
TOBY II,1
TOGIAK,1
TOGO,1
TOKEN,1
TOKI,1
TOKLAT,1
TOKO,1
TOKYO,1
TOLI,1
TONSINA,1
TONY,1
TOO TOO,1
TOOT,1
TOOTHLESS,1
TOOTS,1
TOPO,1
TOPPER,1
TORO,1
TORPEDO,1
TOSINA,1
TOVA,1
TOVIA,1
TOWELIE,1
TOYA,1
TRACKER,1
TRACY,1
TRANGO,1
TRAVELER,1
TREVOR,1
TREX,1
TREY,1
TRILEBOO,1
TRILLIAN,1
TRINKET,1
TRIP,1
TRISCUIT,1
TROUBLE TOO,1
TROUPER,1
TRUCK,1
TRUE,1
TRUFFLE,1
TRUFFLES,1
TRYGG,1
TSUNAMI,1
TUBS,1
TUCK,1
TUDOR,1
TUGBE,1
TUGG,1
TUGGER,1
TUHKA,1
TUI,1
TULA,1
TULI,1
TULIP,1
TULLA,1
TULLY,1
TULO,1
TUNDRA JADE,1
TUPIN,1
TURK,1
TURKEY,1
TURKIE,1
TURKISH,1
TUSKER,1
TUTSI,1
TUYUQ,1
TWINK,1
TWITTER,1
TWIX,1
TYCHO,1
TYDIS,1
TYGE,1
TYPHOID,1
TYTUS,1
UKIAH,1
UKIE,1
ULBRECHT,1
ULLA,1
ULLAR,1
ULLER,1
UMA,1
UN0,1
UNA,1
UNANG,1
UNIQUE,1
UNO,1
URSA,1
URSUS,1
USCHI,1
USZKA,1
VALENTINE,1
VALLEY,1
VANELLOPE,1
VAYDA,1
VELLA,1
VELMA,1
VENN,1
VENNY,1
VENTA GUMS,1
VERLIS,1
VERN,1
VESPA,1
VIC,1
VICTOR,1
VIDA,1
VIDA LOCA,1
VIGO,1
VINNY,1
VITO,1
VIVEE,1
VIVIAN,1
VLADIMIR,1
VOLTA,1
VOODOO,1
WABB,1
WALKER,1
WALLEY,1
WALNUT,1
WARLOCK,1
WASABI,1
WASH,1
WASHBURN,1
WAVERLY,1
WAYLON,1
WEASEL,1
WEATHERBY,1
WEDGE,1
WEEZER,1
WELLINGTON,1
WEMBLEY,1
WENDELL,1
WENDIGO,1
WESKER,1
WESLEY,1
WESSON,1
WESTWOOD,1
WHEELER,1
WHIMSY,1
WHINNIE,1
WHIRRLEY,1
WHISKERS,1
WHISKEY GIRL,1
WHISKEY JACK,1
WHITE BOY,1
WIGGLEBUTT,1
WILBUR,1
WILE E,1
WILE-E,1
WILEY COYOTE,1
WILHELMINA,1
WILL,1
WILLIAM WALL,1
WILLIWAW,1
WILLOU,1
WILLOW KAYA,1
WILMA,1
WIMBLY,1
WINDEE,1
WINNIFRED,1
WINSTON CHUR,1
WOLFE,1
WOOBY,1
WOODY BOUDRO,1
WOOF,1
WOOFERS,1
WOOKIE,1
WOOTER,1
WOOTIE,1
WRANGLER,1
WREN,1
WRILEY,1
WULA,1
WYLIE,1
WYNN,1
WYNNIE,1
X,1
XAADAS,1
XAN,1
XENA WOOD,1
XENIA,1
XERXES,1
XOCHITL,1
YAHTZEE,1
YAKONE,1
YANKLE,1
YETI,1
YIPPEE,1
YKSI,1
YMBER,1
YOGI BEAR,1
YOLI,1
YONKERS,1
YOZHKA,1
YSABEAU,1
YUGI,1
YUM YUM,1
YURI,1
YUUKO,1
ZACHARY,1
ZADIE,1
ZAHA,1
ZAMBI,1
ZAMBO,1
ZANE,1
ZARA,1
ZASHI,1
ZAYCA,1
ZAZEE,1
ZEB,1
ZEBO,1
ZEEKE,1
ZEENA,1
ZEEV,1
ZEEVA,1
ZEEVAH,1
ZEISHA,1
ZEN,1
ZEN-BOY,1
ZIESA,1
ZIGGS,1
ZIGI,1
ZIGMOND,1
ZILI,1
ZILLA,1
ZIMA,1
ZINA,1
ZINN,1
ZIP,1
ZIVA RANAE,1
ZOEY DAISY,1
ZOEY MARIE,1
ZOLA,1
ZONA,1
ZOOEY,1
ZOOIE,1
ZORO,1
ZORRA,1
ZOTTER,1
ZOYA,1
ZSA ZSA,1
ZSAZSA,1
ZUKA,1
ZUKO,1
ZUNI,1
ZURI,1
ZUZU,1
ZYLA DIXIE,1
